Entity,Code,Year,Richest 1%,Next 9%,Middle 40%,Poorest 50%,Life expectancy
Afghanistan,AFG,2008,15.87,25.099998,39.92,19.11,59.7081
Afghanistan,AFG,2012,13.56,24.3,41.170002,20.98,61.7349
Afghanistan,AFG,2017,15.39,25.04,39.809998,19.76,62.4062
Afghanistan,AFG,2022,15.54,25.0,39.739998,19.72,65.617
Afghanistan,AFG,2023,15.16,25.11,39.92,19.81,66.0346
Albania,ALB,1996,8.09,23.95,48.4,19.56,74.1134
Albania,ALB,2002,8.25,24.6,48.36,18.79,75.2987
Albania,ALB,2005,8.03,24.18,48.460003,19.33,76.4266
Albania,ALB,2008,8.14,23.74,48.460003,19.65,78.2484
Albania,ALB,2012,8.58,24.070002,47.72,19.63,78.0836
Albania,ALB,2015,9.64,25.9,46.42,18.05,78.358
Albania,ALB,2016,9.5,25.39,47.06,18.04,78.6433
Albania,ALB,2017,9.62,25.34,46.98,18.06,78.9003
Albania,ALB,2018,9.5,25.279999,47.1,18.11,79.2377
Albania,ALB,2022,9.09,25.11,47.47,18.32,78.7688
Albania,ALB,2023,9.17,25.18,47.37,18.28,79.6019
Algeria,DZA,1988,15.44,30.230001,37.48,16.84,66.9097
Algeria,DZA,1989,15.36,30.46,37.41,16.78,67.4609
Algeria,DZA,1990,16.04,30.019999,37.26,16.69,67.6584
Algeria,DZA,1991,15.05,32.13,36.489998,16.33,67.6919
Algeria,DZA,1992,15.72,30.109999,37.42,16.75,67.7245
Algeria,DZA,1993,15.52,31.64,36.46,16.37,67.7974
Algeria,DZA,1994,14.09,37.13,33.67,15.1,67.2844
Algeria,DZA,1995,15.22,32.38,36.18,16.23,67.6914
Algeria,DZA,1996,15.61,30.199999,37.39,16.8,68.2186
Algeria,DZA,1997,15.42,31.999998,36.289997,16.3,68.8594
Algeria,DZA,1998,15.71,30.35,37.23,16.72,69.3271
Algeria,DZA,1999,15.69,30.21,37.35,16.74,70.0881
Algeria,DZA,2000,15.29,32.460003,36.05,16.21,70.5759
Algeria,DZA,2001,15.21,31.650002,36.66,16.48,71.0245
Algeria,DZA,2002,18.18,29.23,36.3,16.29,71.6437
Algeria,DZA,2003,17.2,30.08,36.379997,16.34,71.9064
Algeria,DZA,2004,15.57,30.320002,37.35,16.75,72.5359
Algeria,DZA,2005,15.56,30.250002,37.39,16.8,72.836
Algeria,DZA,2006,15.38,31.2,36.87,16.55,73.1164
Algeria,DZA,2007,14.87,33.34,35.210003,16.58,73.346
Algeria,DZA,2008,15.59,29.97,36.52,17.92,73.6181
Algeria,DZA,2009,16.24,28.76,36.39,18.62,73.8711
Algeria,DZA,2010,16.14,27.98,36.469997,19.41,74.1435
Algeria,DZA,2011,15.95,26.769999,36.94,20.34,74.3834
Algeria,DZA,2022,23.74,25.86,32.63,17.76,76.1289
Algeria,DZA,2023,22.64,26.12,33.18,18.07,76.261
Andorra,AND,1980,9.08,23.14,47.32,20.46,77.1371
Andorra,AND,1981,9.05,23.17,47.33,20.45,77.3915
Andorra,AND,1982,9.02,23.16,47.510002,20.32,77.6174
Andorra,AND,1983,9.13,23.17,47.19,20.51,77.7865
Andorra,AND,1984,9.34,23.32,47.03,20.31,77.9159
Andorra,AND,1985,9.37,23.5,47.24,19.89,78.006
Andorra,AND,1986,9.34,23.18,47.3,20.17,78.1066
Andorra,AND,1987,9.27,23.23,47.19,20.31,78.1885
Andorra,AND,1988,9.33,23.109999,46.74,20.82,78.3641
Andorra,AND,1989,9.43,23.17,46.69,20.71,78.5571
Andorra,AND,1990,9.22,23.28,46.56,20.93,78.9608
Andorra,AND,1991,9.14,23.16,46.64,21.05,79.3458
Andorra,AND,1992,9.51,23.69,46.239998,20.55,79.7941
Andorra,AND,1993,9.63,23.82,46.67,19.88,80.186
Andorra,AND,1994,10.07,24.1,46.45,19.37,80.5868
Andorra,AND,1995,9.75,24.11,46.59,19.56,80.8037
Andorra,AND,1996,10.08,23.95,46.44,19.53,81.009
Andorra,AND,1997,10.68,24.13,45.989998,19.19,81.1446
Andorra,AND,1998,10.81,24.14,45.789997,19.26,81.2803
Andorra,AND,1999,10.88,24.11,45.76,19.24,81.5505
Andorra,AND,2000,11.3,24.27,45.52,18.92,81.8633
Andorra,AND,2001,10.86,24.250002,45.96,18.93,82.1618
Andorra,AND,2002,10.5,24.11,46.2,19.19,82.4485
Andorra,AND,2003,10.75,24.01,46.37,18.87,82.7183
Andorra,AND,2004,11.16,23.88,46.88,18.08,82.8153
Andorra,AND,2005,11.34,23.94,46.399998,18.32,83.086
Andorra,AND,2006,12.0,23.980001,45.87,18.16,83.3745
Andorra,AND,2007,11.98,24.089998,45.52,18.4,83.6324
Andorra,AND,2008,10.78,23.46,46.6,19.16,83.8546
Andorra,AND,2009,9.88,23.6,47.02,19.5,84.0997
Andorra,AND,2010,10.93,24.21,46.43,18.43,84.1974
Andorra,AND,2011,10.88,24.18,46.62,18.33,84.2965
Andorra,AND,2012,10.25,24.150002,47.170002,18.44,84.3339
Andorra,AND,2013,10.4,24.23,47.170002,18.19,84.4065
Andorra,AND,2014,10.85,24.240002,46.85,18.06,84.4853
Andorra,AND,2015,10.66,24.330002,46.92,18.09,84.5316
Andorra,AND,2016,10.77,24.36,46.69,18.19,84.4885
Andorra,AND,2017,10.78,24.5,46.41,18.32,84.3595
Andorra,AND,2018,10.83,24.42,46.27,18.49,84.2416
Andorra,AND,2019,10.49,24.529999,46.309998,18.68,84.098
Andorra,AND,2020,10.58,24.28,46.54,18.6,79.4177
Andorra,AND,2021,11.4,24.13,46.03,18.44,82.3311
Andorra,AND,2022,11.5,24.169998,45.85,18.49,84.0164
Andorra,AND,2023,11.5,24.169998,45.85,18.49,84.0406
Angola,AGO,1995,22.74,35.94,32.06,9.26,46.1391
Angola,AGO,2000,22.16,36.33,32.2,9.31,46.5005
Angola,AGO,2008,15.16,33.69,38.09,13.06,55.2809
Angola,AGO,2018,26.09,31.76,32.68,9.48,62.6219
Angola,AGO,2022,25.87,31.85,32.780003,9.51,64.2455
Angola,AGO,2023,25.86,31.86,32.780003,9.51,64.617
Anguilla,AIA,1980,23.75,32.190002,35.870003,8.19,68.919
Anguilla,AIA,1981,23.64,32.29,35.9,8.16,69.2531
Anguilla,AIA,1982,23.53,32.4,35.94,8.13,69.5705
Anguilla,AIA,1983,23.42,32.51,35.969997,8.1,69.8947
Anguilla,AIA,1984,23.31,32.61,36.01,8.07,70.1622
Anguilla,AIA,1985,23.19,32.73,36.039997,8.03,70.4311
Anguilla,AIA,1986,23.07,32.85,36.09,8.0,70.7542
Anguilla,AIA,1987,22.95,32.960003,36.12,7.96,71.0717
Anguilla,AIA,1988,22.83,33.08,36.16,7.93,71.3964
Anguilla,AIA,1989,22.71,33.21,36.210003,7.86,71.7765
Anguilla,AIA,1990,22.58,33.34,36.26,7.83,72.0868
Anguilla,AIA,1991,22.57,33.23,36.3,7.89,72.4463
Anguilla,AIA,1992,22.55,33.149998,36.37,7.93,72.7807
Anguilla,AIA,1993,22.54,33.059998,36.44,7.97,73.12
Anguilla,AIA,1994,22.53,32.969997,36.489998,8.0,73.4412
Anguilla,AIA,1995,22.52,32.879997,36.559998,8.04,73.7432
Anguilla,AIA,1996,22.51,32.8,36.62,8.07,74.0452
Anguilla,AIA,1997,22.5,32.710003,36.68,8.11,74.3392
Anguilla,AIA,1998,22.49,32.63,36.73,8.14,74.6097
Anguilla,AIA,1999,22.48,32.55,36.8,8.18,74.8918
Anguilla,AIA,2000,22.47,32.47,36.86,8.21,75.1471
Anguilla,AIA,2001,22.31,32.460003,36.98,8.26,75.3965
Anguilla,AIA,2002,22.16,32.440002,37.09,8.3,75.6564
Anguilla,AIA,2003,22.02,32.43,37.22,8.35,75.8948
Anguilla,AIA,2004,21.89,32.41,37.31,8.39,76.1355
Anguilla,AIA,2005,21.76,32.4,37.41,8.43,76.3362
Anguilla,AIA,2006,21.64,32.39,37.5,8.46,76.5687
Anguilla,AIA,2007,21.53,32.370003,37.6,8.5,76.7519
Anguilla,AIA,2008,21.42,32.36,37.69,8.53,76.9019
Anguilla,AIA,2009,21.31,32.350002,37.77,8.57,77.0431
Anguilla,AIA,2010,21.21,32.34,37.86,8.6,77.2078
Anguilla,AIA,2011,21.2,31.830002,37.8,9.17,77.3048
Anguilla,AIA,2012,21.2,31.32,37.75,9.74,77.4058
Anguilla,AIA,2013,21.2,30.8,37.69,10.3,77.6236
Anguilla,AIA,2014,21.2,30.3,37.65,10.86,77.6962
Anguilla,AIA,2015,21.19,29.800001,37.59,11.41,77.7411
Anguilla,AIA,2016,21.19,29.300001,37.55,11.97,77.8764
Anguilla,AIA,2017,21.19,28.8,37.49,12.51,77.1738
Anguilla,AIA,2018,21.18,28.32,37.44,13.06,78.2359
Anguilla,AIA,2019,21.18,27.83,37.41,13.6,78.4253
Anguilla,AIA,2020,21.2,27.37,37.38,14.06,78.6562
Anguilla,AIA,2021,21.2,27.37,37.38,14.06,78.4144
Anguilla,AIA,2022,21.2,27.37,37.38,14.06,79.1194
Anguilla,AIA,2023,21.2,27.37,37.38,14.06,79.3115
Antigua and Barbuda,ATG,1980,23.75,32.190002,35.870003,8.19,73.0936
Antigua and Barbuda,ATG,1981,23.64,32.29,35.9,8.16,73.3205
Antigua and Barbuda,ATG,1982,23.53,32.4,35.94,8.13,73.5245
Antigua and Barbuda,ATG,1983,23.42,32.51,35.969997,8.1,73.6838
Antigua and Barbuda,ATG,1984,23.31,32.61,36.01,8.07,73.8077
Antigua and Barbuda,ATG,1985,23.19,32.73,36.039997,8.03,73.8727
Antigua and Barbuda,ATG,1986,23.07,32.85,36.09,8.0,73.8927
Antigua and Barbuda,ATG,1987,22.95,32.960003,36.12,7.96,73.8734
Antigua and Barbuda,ATG,1988,22.83,33.08,36.16,7.93,73.8107
Antigua and Barbuda,ATG,1989,22.71,33.21,36.210003,7.86,73.6281
Antigua and Barbuda,ATG,1990,22.58,33.34,36.26,7.83,73.6024
Antigua and Barbuda,ATG,1991,22.57,33.23,36.3,7.89,73.4716
Antigua and Barbuda,ATG,1992,22.55,33.149998,36.37,7.93,73.3864
Antigua and Barbuda,ATG,1993,22.54,33.059998,36.44,7.97,73.3902
Antigua and Barbuda,ATG,1994,22.53,32.969997,36.489998,8.0,73.4934
Antigua and Barbuda,ATG,1995,22.52,32.879997,36.559998,8.04,73.5759
Antigua and Barbuda,ATG,1996,22.51,32.8,36.62,8.07,73.8389
Antigua and Barbuda,ATG,1997,22.5,32.710003,36.68,8.11,74.0454
Antigua and Barbuda,ATG,1998,22.49,32.63,36.73,8.14,74.1873
Antigua and Barbuda,ATG,1999,22.48,32.55,36.8,8.18,74.456
Antigua and Barbuda,ATG,2000,22.47,32.47,36.86,8.21,74.8191
Antigua and Barbuda,ATG,2001,22.31,32.460003,36.98,8.26,75.1082
Antigua and Barbuda,ATG,2002,22.16,32.440002,37.09,8.3,75.237
Antigua and Barbuda,ATG,2003,22.02,32.43,37.22,8.35,75.3125
Antigua and Barbuda,ATG,2004,21.89,32.41,37.31,8.39,75.3295
Antigua and Barbuda,ATG,2005,21.76,32.4,37.41,8.43,75.3638
Antigua and Barbuda,ATG,2006,21.64,32.39,37.5,8.46,75.5059
Antigua and Barbuda,ATG,2007,21.53,32.370003,37.6,8.5,75.72
Antigua and Barbuda,ATG,2008,21.42,32.36,37.69,8.53,76.0753
Antigua and Barbuda,ATG,2009,21.31,32.350002,37.77,8.57,76.3856
Antigua and Barbuda,ATG,2010,21.21,32.34,37.86,8.6,76.7013
Antigua and Barbuda,ATG,2011,21.2,31.830002,37.8,9.17,77.0227
Antigua and Barbuda,ATG,2012,21.2,31.32,37.75,9.74,77.1
Antigua and Barbuda,ATG,2013,21.2,30.8,37.69,10.3,77.0496
Antigua and Barbuda,ATG,2014,21.2,30.3,37.65,10.86,76.9122
Antigua and Barbuda,ATG,2015,21.19,29.800001,37.59,11.41,76.8924
Antigua and Barbuda,ATG,2016,21.19,29.300001,37.55,11.97,76.9684
Antigua and Barbuda,ATG,2017,21.19,28.8,37.49,12.51,77.0296
Antigua and Barbuda,ATG,2018,21.18,28.32,37.44,13.06,77.1325
Antigua and Barbuda,ATG,2019,21.18,27.83,37.41,13.6,77.1681
Antigua and Barbuda,ATG,2020,21.2,27.37,37.38,14.06,77.1613
Antigua and Barbuda,ATG,2021,21.2,27.37,37.38,14.06,77.197
Antigua and Barbuda,ATG,2022,21.2,27.37,37.38,14.06,77.4833
Antigua and Barbuda,ATG,2023,21.2,27.37,37.38,14.06,77.5976
Argentina,ARG,2001,14.44,36.64,41.2,7.72,74.1542
Argentina,ARG,2002,15.34,36.69,40.329998,7.63,74.3122
Argentina,ARG,2003,15.88,32.73,40.66,10.73,74.3073
Argentina,ARG,2004,13.77,33.01,41.710003,11.51,74.8713
Argentina,ARG,2005,11.77,33.34,43.079998,11.81,75.2306
Argentina,ARG,2006,10.56,33.34,43.66,12.44,75.2791
Argentina,ARG,2007,14.56,31.32,41.59,12.53,74.7827
Argentina,ARG,2008,14.71,31.349998,41.23,12.71,75.4281
Argentina,ARG,2009,12.0,30.8,44.31,12.89,75.5773
Argentina,ARG,2010,12.01,32.07,42.59,13.32,75.68
Argentina,ARG,2011,11.64,30.9,43.35,14.11,76.0998
Argentina,ARG,2012,8.55,30.89,45.92,14.63,75.8024
Argentina,ARG,2013,9.99,30.49,44.95,14.56,75.8292
Argentina,ARG,2014,10.2,30.410002,45.59,13.79,76.2678
Argentina,ARG,2015,12.13,31.029999,42.73,14.11,76.5995
Argentina,ARG,2016,14.07,31.650002,39.87,14.42,76.105
Argentina,ARG,2017,11.82,31.42,41.780003,14.99,76.5434
Argentina,ARG,2018,12.18,31.48,41.75,14.58,76.7698
Argentina,ARG,2022,12.36,31.009998,41.14,15.49,75.8061
Argentina,ARG,2023,12.36,31.009998,41.14,15.49,77.3947
Armenia,ARM,1996,19.42,27.18,38.56,14.84,69.1975
Armenia,ARM,1999,17.6,26.320002,38.77,17.32,70.418
Armenia,ARM,2002,15.59,27.11,38.66,18.64,71.4859
Armenia,ARM,2003,16.7,25.63,38.16,19.51,71.7343
Armenia,ARM,2004,18.96,26.67,36.59,17.77,71.9262
Armenia,ARM,2005,18.0,27.61,36.39,17.99,72.0822
Armenia,ARM,2006,13.16,23.76,41.48,21.59,72.2188
Armenia,ARM,2007,12.69,25.09,41.59,20.63,72.3589
Armenia,ARM,2008,12.97,23.62,41.83,21.57,72.5193
Armenia,ARM,2009,12.53,25.119999,40.94,21.41,72.7136
Armenia,ARM,2010,15.01,23.54,40.45,21.01,72.9381
Armenia,ARM,2011,13.26,23.27,41.670002,21.79,73.1852
Armenia,ARM,2012,13.38,23.46,41.15,22.01,73.4396
Armenia,ARM,2013,14.67,24.13,40.48,20.72,73.7131
Armenia,ARM,2014,14.3,25.73,39.8,20.17,73.98
Armenia,ARM,2015,15.15,24.99,39.89,19.96,74.229
Armenia,ARM,2016,18.06,22.3,40.73,18.91,74.4937
Armenia,ARM,2017,17.12,30.880001,34.91,17.09,74.7441
Armenia,ARM,2018,17.5,25.87,38.13,18.51,74.9783
Armenia,ARM,2022,14.62,24.98,39.879997,20.51,74.6333
Armenia,ARM,2023,15.81,23.83,39.85,20.51,75.6827
Aruba,ABW,1980,23.75,32.190002,35.870003,8.19,70.7712
Aruba,ABW,1981,23.64,32.29,35.9,8.16,71.3443
Aruba,ABW,1982,23.53,32.4,35.94,8.13,71.4848
Aruba,ABW,1983,23.42,32.51,35.969997,8.1,71.606
Aruba,ABW,1984,23.31,32.61,36.01,8.07,71.7107
Aruba,ABW,1985,23.19,32.73,36.039997,8.03,71.7918
Aruba,ABW,1986,23.07,32.85,36.09,8.0,71.8306
Aruba,ABW,1987,22.95,32.960003,36.12,7.96,72.4476
Aruba,ABW,1988,22.83,33.08,36.16,7.93,72.5187
Aruba,ABW,1989,22.71,33.21,36.210003,7.86,72.5308
Aruba,ABW,1990,22.58,33.34,36.26,7.83,72.546
Aruba,ABW,1991,22.57,33.23,36.3,7.89,72.5921
Aruba,ABW,1992,22.55,33.149998,36.37,7.93,72.7174
Aruba,ABW,1993,22.54,33.059998,36.44,7.97,72.7767
Aruba,ABW,1994,22.53,32.969997,36.489998,8.0,72.796
Aruba,ABW,1995,22.52,32.879997,36.559998,8.04,72.8322
Aruba,ABW,1996,22.51,32.8,36.62,8.07,72.8561
Aruba,ABW,1997,22.5,32.710003,36.68,8.11,72.904
Aruba,ABW,1998,22.49,32.63,36.73,8.14,72.9397
Aruba,ABW,1999,22.48,32.55,36.8,8.18,72.8568
Aruba,ABW,2000,22.47,32.47,36.86,8.21,72.9393
Aruba,ABW,2001,22.31,32.460003,36.98,8.26,73.0437
Aruba,ABW,2002,22.16,32.440002,37.09,8.3,73.1355
Aruba,ABW,2003,22.02,32.43,37.22,8.35,73.2362
Aruba,ABW,2004,21.89,32.41,37.31,8.39,73.223
Aruba,ABW,2005,21.76,32.4,37.41,8.43,73.4152
Aruba,ABW,2006,21.64,32.39,37.5,8.46,73.4984
Aruba,ABW,2007,21.53,32.370003,37.6,8.5,73.6421
Aruba,ABW,2008,21.42,32.36,37.69,8.53,73.7833
Aruba,ABW,2009,21.31,32.350002,37.77,8.57,73.9738
Aruba,ABW,2010,21.21,32.34,37.86,8.6,74.2973
Aruba,ABW,2011,21.2,31.830002,37.8,9.17,74.5776
Aruba,ABW,2012,21.2,31.32,37.75,9.74,74.8415
Aruba,ABW,2013,21.2,30.8,37.69,10.3,75.0718
Aruba,ABW,2014,21.2,30.3,37.65,10.86,75.261
Aruba,ABW,2015,21.19,29.800001,37.59,11.41,75.4054
Aruba,ABW,2016,21.19,29.300001,37.55,11.97,75.5398
Aruba,ABW,2017,21.19,28.8,37.49,12.51,75.6203
Aruba,ABW,2018,21.18,28.32,37.44,13.06,75.8797
Aruba,ABW,2019,21.18,27.83,37.41,13.6,76.0193
Aruba,ABW,2020,21.2,27.37,37.38,14.06,75.4061
Aruba,ABW,2021,21.2,27.37,37.38,14.06,73.655
Aruba,ABW,2022,21.2,27.37,37.38,14.06,76.2258
Aruba,ABW,2023,21.2,27.37,37.38,14.06,76.353
Australia,AUS,1921,14.38,24.45,45.73,15.44,60.97
Australia,AUS,1922,13.2,22.46,48.120003,16.23,62.83
Australia,AUS,1923,14.52,24.72,45.41,15.34,61.68
Australia,AUS,1924,14.58,24.47,45.55,15.39,62.48
Australia,AUS,1925,14.06,23.75,46.5,15.69,63.17
Australia,AUS,1926,13.74,23.28,47.1,15.89,62.88
Australia,AUS,1927,14.36,24.57,45.649998,15.41,62.84
Australia,AUS,1928,14.76,24.84,45.18,15.23,62.91
Australia,AUS,1929,13.15,22.45,48.16,16.23,63.08
Australia,AUS,1930,12.14,20.53,50.36,16.98,64.9
Australia,AUS,1931,11.51,19.74,51.410004,17.35,65.32
Australia,AUS,1932,11.42,19.61,51.58,17.4,65.6
Australia,AUS,1933,12.74,21.71,49.0,16.54,65.43
Australia,AUS,1934,12.79,21.789999,48.879997,16.53,64.79
Australia,AUS,1935,12.98,22.2,48.49,16.33,65.05
Australia,AUS,1936,13.9,23.74,46.64,15.72,65.19
Australia,AUS,1937,12.08,20.720001,50.25,16.95,65.74
Australia,AUS,1938,12.75,21.88,48.86,16.52,65.76
Australia,AUS,1939,13.18,22.6,48.04,16.19,65.73
Australia,AUS,1940,12.71,21.699999,49.039997,16.54,66.16
Australia,AUS,1941,13.13,22.750002,47.93,16.18,66.04
Australia,AUS,1942,12.68,22.64,48.370003,16.32,65.79
Australia,AUS,1943,12.67,22.74,48.289997,16.29,66.33
Australia,AUS,1944,10.91,21.33,50.660004,17.1,67.96
Australia,AUS,1945,10.15,19.52,52.600002,17.73,68.38
Australia,AUS,1946,11.41,21.19,50.4,16.99,67.92
Australia,AUS,1947,12.73,21.5,49.2,16.58,68.52
Australia,AUS,1948,12.89,21.02,49.399998,16.68,68.47
Australia,AUS,1949,13.56,20.550001,49.239998,16.65,69.09
Australia,AUS,1950,16.93,16.55,49.81,16.71,69.0
Australia,AUS,1951,10.78,16.61,54.62,17.98,68.6995
Australia,AUS,1952,10.62,16.36,54.98,18.03,69.1125
Australia,AUS,1953,10.09,16.57,55.2,18.14,69.6911
Australia,AUS,1954,9.54,16.769999,55.449997,18.25,69.8595
Australia,AUS,1955,9.0,17.03,55.65,18.32,70.1564
Australia,AUS,1956,9.54,16.83,55.4,18.23,70.0366
Australia,AUS,1957,8.23,15.899999,57.370003,18.51,70.3168
Australia,AUS,1958,8.92,21.49,52.06,17.54,70.8606
Australia,AUS,1959,8.33,20.34,53.34,17.99,70.445
Australia,AUS,1960,7.98,20.5,53.49,18.03,70.8652
Australia,AUS,1961,7.88,20.61,53.56,17.94,71.1348
Australia,AUS,1962,8.06,20.919998,53.289997,17.73,70.9059
Australia,AUS,1963,8.38,20.999998,52.99,17.63,70.9606
Australia,AUS,1964,8.05,20.68,53.31,17.95,70.5715
Australia,AUS,1965,7.76,20.62,53.579998,18.06,70.8021
Australia,AUS,1966,7.29,20.28,54.079998,18.35,70.6776
Australia,AUS,1967,7.51,20.28,53.899998,18.31,71.0472
Australia,AUS,1968,7.29,20.17,54.079998,18.46,70.6807
Australia,AUS,1969,7.27,19.91,54.149998,18.67,71.0719
Australia,AUS,1970,6.96,19.97,54.290005,18.78,70.6534
Australia,AUS,1971,6.76,20.4,54.4,18.45,71.451
Australia,AUS,1972,6.86,19.91,54.48,18.74,71.7682
Australia,AUS,1973,6.6,19.54,54.73,19.12,72.0579
Australia,AUS,1974,5.82,19.47,55.260002,19.45,71.8491
Australia,AUS,1975,5.4,19.09,55.92,19.58,72.7834
Australia,AUS,1976,5.21,18.9,56.08,19.8,72.7871
Australia,AUS,1977,5.37,18.8,56.04,19.79,73.4719
Australia,AUS,1978,5.3,18.73,56.14,19.84,73.7403
Australia,AUS,1979,5.47,18.98,55.86,19.69,74.327
Australia,AUS,1980,5.48,19.400002,55.620003,19.49,74.5655
Australia,AUS,1981,5.29,19.53,55.729996,19.44,74.7827
Australia,AUS,1982,5.32,19.79,55.78,19.12,74.7192
Australia,AUS,1983,5.3,19.55,55.75,19.39,75.4402
Australia,AUS,1984,5.64,19.679998,55.309998,19.36,75.5099
Australia,AUS,1985,6.04,19.53,55.23,19.2,75.4303
Australia,AUS,1986,6.47,19.91,54.809998,18.81,76.0716
Australia,AUS,1987,7.57,20.36,53.890003,18.18,76.083
Australia,AUS,1988,9.26,20.26,52.73,17.76,76.3443
Australia,AUS,1989,8.13,19.85,53.530003,18.48,76.1973
Australia,AUS,1990,7.1,19.859999,54.320004,18.74,77.0414
Australia,AUS,1991,7.1,22.58,51.64,18.68,77.4806
Australia,AUS,1992,6.9,22.400002,51.63,19.07,77.4731
Australia,AUS,1993,7.24,22.669998,51.370003,18.72,78.006
Australia,AUS,1994,7.68,22.74,51.09,18.49,77.8515
Australia,AUS,1995,7.93,23.0,50.64,18.42,78.2569
Australia,AUS,1996,8.35,22.64,50.370003,18.64,78.3436
Australia,AUS,1997,8.36,22.63,50.68,18.33,78.6256
Australia,AUS,1998,8.19,22.93,50.700005,18.17,79.0202
Australia,AUS,1999,8.35,22.82,50.84,17.98,79.2769
Australia,AUS,2000,9.1,22.92,50.08,17.9,79.6207
Australia,AUS,2001,9.04,22.759998,49.63,18.58,80.006
Australia,AUS,2002,9.43,23.25,49.67,17.65,80.0515
Australia,AUS,2003,9.51,23.14,49.28,18.09,80.4396
Australia,AUS,2004,10.31,23.28,48.45,17.96,80.7334
Australia,AUS,2005,10.64,23.44,48.44,17.49,81.0923
Australia,AUS,2006,10.21,23.77,48.49,17.53,81.2581
Australia,AUS,2007,11.01,23.3,47.88,17.81,81.2324
Australia,AUS,2008,10.62,23.77,48.370003,17.24,81.4267
Australia,AUS,2009,11.14,24.150002,47.13,17.59,81.7283
Australia,AUS,2010,10.92,24.1,47.39,17.58,82.0132
Australia,AUS,2011,10.97,24.259998,47.07,17.7,82.0911
Australia,AUS,2012,10.65,24.45,47.28,17.62,82.2966
Australia,AUS,2013,11.36,24.169998,47.16,17.31,82.5511
Australia,AUS,2014,10.84,24.12,47.59,17.45,82.5182
Australia,AUS,2015,10.39,24.250002,48.25,17.1,82.605
Australia,AUS,2016,9.86,24.03,48.73,17.39,82.8014
Australia,AUS,2017,10.19,24.29,48.26,17.26,82.7184
Australia,AUS,2018,10.2,23.95,48.14,17.71,83.2582
Australia,AUS,2022,10.84,22.77,49.38,17.01,82.7662
Australia,AUS,2023,9.97,23.0,49.85,17.17,83.9228
Austria,AUT,2004,11.2,22.06,42.86,23.89,79.3624
Austria,AUT,2005,11.04,23.66,42.289997,23.01,79.5202
Austria,AUT,2006,13.08,23.6,41.260002,22.07,79.9648
Austria,AUT,2007,11.25,23.27,42.66,22.81,80.1664
Austria,AUT,2008,12.13,22.69,42.25,22.94,80.3633
Austria,AUT,2009,11.25,22.750002,43.09,22.92,80.2064
Austria,AUT,2010,11.11,22.830002,43.1,22.96,80.4634
Austria,AUT,2011,11.0,22.21,43.42,23.36,80.8281
Austria,AUT,2012,8.15,23.09,44.64,24.13,80.8407
Austria,AUT,2013,8.82,22.62,44.25,24.32,81.078
Austria,AUT,2014,10.85,22.43,43.12,23.59,81.39
Austria,AUT,2015,9.94,22.660002,43.77,23.62,81.1592
Austria,AUT,2016,10.88,22.61,43.1,23.41,81.5922
Austria,AUT,2022,13.09,22.63,41.100002,23.18,81.2959
Austria,AUT,2023,11.35,23.09,41.93,23.64,81.9559
Azerbaijan,AZE,1995,15.81,26.460001,41.49,16.24,61.9313
Azerbaijan,AZE,2002,13.41,23.24,40.19,23.15,66.769
Azerbaijan,AZE,2003,12.82,23.31,40.79,23.09,67.036
Azerbaijan,AZE,2004,13.83,23.13,39.51,23.53,67.4882
Azerbaijan,AZE,2022,13.58,23.26,39.78,23.37,74.125
Azerbaijan,AZE,2023,13.45,23.3,39.85,23.4,74.4286
Bahamas,BHS,2022,17.87,33.94,37.81,10.37,74.4911
Bahamas,BHS,2023,17.87,33.94,37.81,10.37,74.5518
Bahrain,BHR,1995,21.88,33.93,32.23,11.96,73.3613
Bahrain,BHR,2005,24.16,35.0,30.52,10.32,76.1249
Bahrain,BHR,2015,25.97,31.490002,31.18,11.35,80.3378
Bahrain,BHR,2022,25.47,31.7,31.41,11.42,80.9921
Bahrain,BHR,2023,25.19,31.82,31.52,11.47,81.2835
Bangladesh,BGD,1983,11.71,24.150002,42.25,21.89,53.4409
Bangladesh,BGD,1985,13.28,25.02,40.65,21.04,53.9371
Bangladesh,BGD,1988,14.13,25.560001,40.239998,20.07,55.1744
Bangladesh,BGD,1991,12.32,25.32,41.54,20.83,53.7809
Bangladesh,BGD,1995,16.88,27.4,37.81,17.9,58.2442
Bangladesh,BGD,2000,16.18,27.57,38.7,17.55,62.0487
Bangladesh,BGD,2005,16.62,28.41,38.3,16.67,65.5087
Bangladesh,BGD,2010,16.38,26.640001,39.19,17.79,68.0091
Bangladesh,BGD,2016,16.41,25.42,39.25,18.92,71.0752
Bangladesh,BGD,2022,16.53,25.400002,39.2,18.87,74.2647
Bangladesh,BGD,2023,16.01,25.749998,39.309998,18.93,74.6723
Barbados,BRB,1980,23.75,32.190002,35.870003,8.19,72.1289
Barbados,BRB,1981,23.64,32.29,35.9,8.16,72.6299
Barbados,BRB,1982,23.53,32.4,35.94,8.13,72.9027
Barbados,BRB,1983,23.42,32.51,35.969997,8.1,73.1557
Barbados,BRB,1984,23.31,32.61,36.01,8.07,73.3018
Barbados,BRB,1985,23.19,32.73,36.039997,8.03,73.3155
Barbados,BRB,1986,23.07,32.85,36.09,8.0,73.4165
Barbados,BRB,1987,22.95,32.960003,36.12,7.96,73.4625
Barbados,BRB,1988,22.83,33.08,36.16,7.93,73.4306
